암호화요양기호,요양기관명,유형코드,유형코드명,일반식 가산여부,산정인원수,치료식 등급
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,의료법인 본플러스재단 분당병원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,의료법인 본플러스재단 분당병원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,분당러스크재활병원,1,영양사,Y,3,4
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,분당러스크재활병원,2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,으뜸병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,으뜸병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성남중앙병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성남중앙병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,연세베스트외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,연세베스트외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,한일정형외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,한일정형외과의원,2,조리사,Y,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,채움한방병원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,채움한방병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,모란연세의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,모란연세의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,동산의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,동산의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,유림한의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,유림한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,성신한방병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,성신한방병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,차의과학대학교분당차병원,1,영양사,Y,5,4
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,차의과학대학교분당차병원,2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,2,조리사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,분당자생한방병원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,분당자생한방병원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,보바스기념병원,1,영양사,Y,8,3
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,보바스기념병원,2,조리사,Y,6,1
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,경희위례한방병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,경희위례한방병원,2,조리사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,바른마디병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,바른마디병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,2,조리사,Y,3,2
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,바른세상병원,1,영양사,Y,3,4
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,바른세상병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당수요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당수요양병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,박해일정형외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,박해일정형외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,모란새항외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,모란새항외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,파티마 요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,파티마 요양병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,분당제일여성병원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,분당제일여성병원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,메디플러스의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,메디플러스의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,상아항외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,상아항외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,송도외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,송도외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,분당나로한방병원,1,영양사,Y,4,4
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,분당나로한방병원,2,조리사,Y,6,1
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,(학교법인)동국대학교 한의과대학 분당한방병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,(학교법인)동국대학교 한의과대학 분당한방병원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,태평산부인과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,태평산부인과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,한솔정형외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,한솔정형외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,우리정형외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,우리정형외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQxIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,천문한의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQxIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,천문한의원,2,조리사,Y,1,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,정다운산부인과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,정다운산부인과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,허윤외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,허윤외과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,바른한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,바른한의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,분당삼성한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,분당삼성한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,엘에스정형외과의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,엘에스정형외과의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인성심의료재단성남성심연합영상의원,1,영양사,N,0,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,의료법인성심의료재단성남성심연합영상의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,위례재활의학과병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,위례재활의학과병원,2,조리사,Y,4,2
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,더힐한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,더힐한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,지우병원,1,영양사,N,1,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,지우병원,2,조리사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,순천의료재단 성남정병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,순천의료재단 성남정병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,365효 한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,365효 한의원,2,조리사,N,0,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,분당연세요양병원,1,영양사,Y,2,
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,분당연세요양병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,백세온담한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,백세온담한의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,분당센트럴요양병원,1,영양사,Y,2,
JDU4MTI3MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,분당센트럴요양병원,2,조리사,Y,2,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,한국정형외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,한국정형외과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,미르365한의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,미르365한의원,2,조리사,Y,1,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,베일러연세이비인후과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,베일러연세이비인후과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,성남제일정신건강의학과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,성남제일정신건강의학과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,라파엘외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,라파엘외과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,행복한정신건강의학과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,행복한정신건강의학과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,자유신경외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,자유신경외과의원,2,조리사,Y,1,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,항도외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,항도외과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,홍익신경외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,홍익신경외과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,메디원변재광의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,메디원변재광의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,함께하는정신건강의학과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,함께하는정신건강의학과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,참서울의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,참서울의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,엘림포유비뇨기과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,엘림포유비뇨기과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,고려정형외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,고려정형외과의원,2,조리사,Y,1,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,금빛여성의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,금빛여성의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,다온정형외과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,다온정형외과의원,2,조리사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,성모에이치마취통증의학과의원,1,영양사,N,0,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,성모에이치마취통증의학과의원,2,조리사,N,0,
